left_city,left_source,right_city,right_source,dist,cnt_in_group,left_city:1,left_source:1,right_city:1,right_source:1,dist:1,cnt_in_group:1,chamfer_dist
Dubai,google,Oslo,dalle,14.140877515077591,30,Oslo,dalle,Dubai,google,8.495589762926102,20,0.4527293455600738
Dublin,dalle,Oslo,dalle,7.743495166301727,20,Oslo,dalle,Dublin,dalle,8.222536772489548,20,0.39915079846978185
Dublin,google,Oslo,dalle,12.26790401339531,30,Oslo,dalle,Dublin,google,7.856336951255798,20,0.40248481929302216
Helsinki,dalle,Oslo,dalle,7.14375302195549,20,Oslo,dalle,Helsinki,dalle,7.274805963039397,20,0.36046397462487223
Helsinki,google,Oslo,dalle,13.943170070648193,30,Oslo,dalle,Helsinki,google,8.568803757429123,20,0.45023947656154634
Ho Chi Minh City,dalle,Oslo,dalle,8.747974187135696,20,Oslo,dalle,Ho Chi Minh City,dalle,8.3338081240654,20,0.42704455778002737
Ho Chi Minh City,google,Oslo,dalle,15.700884312391281,32,Oslo,dalle,Ho Chi Minh City,google,8.7083959877491,20,0.4694092365411612
Hong Kong,dalle,Oslo,dalle,7.871921390295028,20,Oslo,dalle,Hong Kong,dalle,8.408125668764114,20,0.4070011764764786
Hong Kong,google,Oslo,dalle,15.259770065546036,30,Oslo,dalle,Hong Kong,google,8.652445822954178,20,0.47824431777000426
Istanbul,dalle,Oslo,dalle,7.321540117263794,20,Oslo,dalle,Istanbul,dalle,7.061690717935562,20,0.3595807708799839
Istanbul,google,Oslo,dalle,13.121307909488678,30,Oslo,dalle,Istanbul,google,7.9730600118637085,20,0.4218873584270477
Jakarta,dalle,Oslo,dalle,8.048186987638474,20,Oslo,dalle,Jakarta,dalle,8.232928216457367,20,0.407027880102396
Jakarta,google,Oslo,dalle,14.118414014577866,30,Oslo,dalle,Jakarta,google,8.562844663858414,20,0.45362517356872556
Johannesburg,dalle,Oslo,dalle,8.740818500518799,20,Oslo,dalle,Johannesburg,dalle,8.570822983980179,20,0.43279103711247446
Johannesburg,google,Oslo,dalle,13.653891772031784,30,Oslo,dalle,Johannesburg,google,8.332305014133453,20,0.43972393572330476
Kobe,dalle,Oslo,dalle,8.117346107959747,20,Oslo,dalle,Kobe,dalle,8.107841521501541,20,0.4056296907365322
Kobe,google,Oslo,dalle,13.889132976531982,30,Oslo,dalle,Kobe,google,8.616359651088715,20,0.4501098525524139
Kyoto,dalle,Oslo,dalle,8.045538276433945,20,Oslo,dalle,Kyoto,dalle,7.7376139760017395,20,0.3945788063108921
Kyoto,google,Oslo,dalle,13.728140443563461,30,Oslo,dalle,Kyoto,google,8.660470873117447,20,0.4477722263336182
Lagos,dalle,Oslo,dalle,7.603334814310074,20,Oslo,dalle,Lagos,dalle,7.56352436542511,20,0.3791714794933796
Lagos,google,Oslo,dalle,13.70670884847641,30,Oslo,dalle,Lagos,google,7.556842535734177,20,0.4252710276842117
Lisbon,dalle,Oslo,dalle,7.775867789983749,20,Oslo,dalle,Lisbon,dalle,7.217251151800156,20,0.3748279735445976
Lisbon,google,Oslo,dalle,13.87843069434166,30,Oslo,dalle,Lisbon,google,8.157793492078781,20,0.44072448372840883
London,dalle,Oslo,dalle,7.604729413986206,20,Oslo,dalle,London,dalle,7.343132704496384,20,0.3736965529620647
London,google,Oslo,dalle,12.899797469377518,30,Oslo,dalle,London,google,7.763852834701538,20,0.41327300608158113
Los Angeles,dalle,Oslo,dalle,8.119405776262283,20,Oslo,dalle,Los Angeles,dalle,8.052290260791779,20,0.40429240092635155
Los Angeles,google,Oslo,dalle,14.616970002651215,30,Oslo,dalle,Los Angeles,google,8.82441595196724,20,0.4688277190923691
Madrid,dalle,Oslo,dalle,6.865904048085213,20,Oslo,dalle,Madrid,dalle,7.002271071076393,20,0.34670437797904013
Madrid,google,Oslo,dalle,14.043941736221313,30,Oslo,dalle,Madrid,google,8.59529784321785,20,0.45278479158878326
Manila,dalle,Oslo,dalle,8.056952983140945,20,Oslo,dalle,Manila,dalle,7.9745669066905975,20,0.40078799724578856
Manila,google,Oslo,dalle,13.484899073839188,30,Oslo,dalle,Manila,google,8.155013024806976,20,0.43279824197292327
Melbourne,dalle,Oslo,dalle,8.251853734254837,20,Oslo,dalle,Melbourne,dalle,7.92921444773674,20,0.40452670454978945
Melbourne,google,Oslo,dalle,13.64030247926712,30,Oslo,dalle,Melbourne,google,8.13303017616272,20,0.4354666531085968
Mexico City,dalle,Oslo,dalle,7.718612909317017,20,Oslo,dalle,Mexico City,dalle,7.667817384004593,20,0.3846607573330402
Mexico City,google,Oslo,dalle,13.722595542669296,30,Oslo,dalle,Mexico City,google,8.136506497859955,20,0.43718204081058504
Milan,dalle,Oslo,dalle,7.8581710159778595,20,Oslo,dalle,Milan,dalle,7.750395357608795,20,0.39021415933966636
Milan,google,Oslo,dalle,13.202431112527847,30,Oslo,dalle,Milan,google,8.203898876905441,20,0.4281265997886658
Montreal,dalle,Oslo,dalle,7.241401314735413,20,Oslo,dalle,Montreal,dalle,7.037345260381699,20,0.3569686643779278
Montreal,google,Oslo,dalle,13.887949973344803,30,Oslo,dalle,Montreal,google,8.485361725091934,20,0.44746623396873475
Moscow,dalle,Oslo,dalle,7.050427824258804,20,Oslo,dalle,Moscow,dalle,7.237666994333267,20,0.3572023704648018
Moscow,google,Oslo,dalle,13.704744219779968,30,Oslo,dalle,Moscow,google,8.084507167339325,20,0.43578502774238587
Mumbai,dalle,Oslo,dalle,8.770137578248978,20,Oslo,dalle,Mumbai,dalle,8.58654898405075,20,0.4339171640574932
Mumbai,google,Oslo,dalle,13.181905716657639,30,Oslo,dalle,Mumbai,google,8.545937359333038,20,0.43455686151981354
Munich,dalle,Oslo,dalle,7.835887640714645,20,Oslo,dalle,Munich,dalle,7.470421105623245,20,0.3826577186584473
Munich,google,Oslo,dalle,13.7693010866642,30,Oslo,dalle,Munich,google,8.136897832155228,20,0.43812397837638856
New York,dalle,Oslo,dalle,16.377591103315353,40,Oslo,dalle,New York,dalle,7.639151573181152,20,0.40027904460827507
New York,google,Oslo,dalle,13.89216759800911,30,Oslo,dalle,New York,google,8.158984869718552,20,0.4410230493545532
Osaka,dalle,Oslo,dalle,7.785734117031097,20,Oslo,dalle,Osaka,dalle,7.914271384477615,20,0.39250013753771784
Osaka,google,Oslo,dalle,14.056883573532104,30,Oslo,dalle,Osaka,google,8.823797851800919,20,0.4576136285066605
Oslo,dalle,Oslo,dalle,6.765613704919815,20,Oslo,dalle,Oslo,dalle,6.765613704919815,20,0.33828068524599075
Oslo,google,Oslo,dalle,13.574230045080185,30,Oslo,dalle,Oslo,google,8.082659631967545,20,0.4331377935409546
Paris,dalle,Oslo,dalle,7.423203557729721,20,Oslo,dalle,Paris,dalle,7.593434035778046,20,0.37541593983769417
Paris,google,Oslo,dalle,14.593898713588715,30,Oslo,dalle,Paris,google,8.284943401813507,20,0.4575768423080444
Prague,dalle,Oslo,dalle,7.19778573513031,20,Oslo,dalle,Prague,dalle,7.035959184169769,20,0.355843622982502
Prague,google,Oslo,dalle,13.645434409379959,30,Oslo,dalle,Prague,google,8.500772655010223,20,0.44292414128780366
Rio de Janeiro,dalle,Oslo,dalle,8.298281967639923,20,Oslo,dalle,Rio de Janeiro,dalle,7.827419281005859,20,0.4031425312161446
Rio de Janeiro,google,Oslo,dalle,14.944039195775986,30,Oslo,dalle,Rio de Janeiro,google,9.005053400993347,20,0.47898185193538667
Rome,dalle,Oslo,dalle,8.052128165960312,20,Oslo,dalle,Rome,dalle,7.54922890663147,20,0.39003392681479454
Rome,google,Oslo,dalle,13.625709891319275,30,Oslo,dalle,Rome,google,8.10282215476036,20,0.4345706409215927
Santiago,dalle,Oslo,dalle,7.662187069654465,20,Oslo,dalle,Santiago,dalle,7.3461052775383,20,0.3752073086798191
Santiago,google,Oslo,dalle,12.713100969791412,30,Oslo,dalle,Santiago,google,7.716006308794022,20,0.4085821455717087
Seoul,dalle,Oslo,dalle,8.1061891913414,20,Oslo,dalle,Seoul,dalle,8.119195252656937,20,0.4056346110999584
Seoul,google,Oslo,dalle,14.258839428424835,30,Oslo,dalle,Seoul,google,8.443355202674866,20,0.454043892621994
Shanghai,dalle,Oslo,dalle,8.732418775558472,20,Oslo,dalle,Shanghai,dalle,8.661202222108841,20,0.4348405249416828
Shanghai,google,Oslo,dalle,14.358273714780807,30,Oslo,dalle,Shanghai,google,8.776972949504852,20,0.4627049332857132
Shenzhen,dalle,Oslo,dalle,8.543534725904465,20,Oslo,dalle,Shenzhen,dalle,8.44833979010582,20,0.4247968629002571
Shenzhen,google,Oslo,dalle,12.999234557151794,30,Oslo,dalle,Shenzhen,google,8.228611558675766,20,0.42455692231655123
Singapore,dalle,Oslo,dalle,7.796564161777496,20,Oslo,dalle,Singapore,dalle,7.724730581045151,20,0.38803236857056617
Singapore,google,Oslo,dalle,13.740372478961945,30,Oslo,dalle,Singapore,google,8.081001579761505,20,0.436427481174469
Stockholm,dalle,Oslo,dalle,7.944011896848679,20,Oslo,dalle,Stockholm,dalle,8.429422825574875,20,0.40933586806058886
Stockholm,google,Oslo,dalle,13.51722800731659,30,Oslo,dalle,Stockholm,google,8.147109061479568,20,0.43328674137592316
Sydney,dalle,Oslo,dalle,8.150653451681137,20,Oslo,dalle,Sydney,dalle,7.636173337697983,20,0.394670669734478
Sydney,google,Oslo,dalle,13.822597414255142,30,Oslo,dalle,Sydney,google,8.377577722072601,20,0.44400350272655487
São Paulo,dalle,Oslo,dalle,7.906369239091873,20,Oslo,dalle,São Paulo,dalle,8.08694413304329,20,0.39983283430337907
São Paulo,google,Oslo,dalle,14.333477109670639,30,Oslo,dalle,São Paulo,google,8.419624596834183,20,0.45506203413009644
Taipei,dalle,Oslo,dalle,7.91604346036911,20,Oslo,dalle,Taipei,dalle,8.11984995007515,20,0.4008973352611065
Taipei,google,Oslo,dalle,13.46909847855568,30,Oslo,dalle,Taipei,google,8.088522255420685,20,0.4311524146795273
Tel Aviv,dalle,Oslo,dalle,8.451867759227753,20,Oslo,dalle,Tel Aviv,dalle,7.5245421230793,20,0.3994102470576763
Tel Aviv,google,Oslo,dalle,13.668111741542816,30,Oslo,dalle,Tel Aviv,google,7.988119184970856,20,0.43312461853027345
Tokyo,dalle,Oslo,dalle,8.156245917081833,20,Oslo,dalle,Tokyo,dalle,8.375147819519043,20,0.4132848434150219
Tokyo,google,Oslo,dalle,14.849679619073868,30,Oslo,dalle,Tokyo,google,8.70373621582985,20,0.47106831669807436
Toronto,dalle,Oslo,dalle,7.773422390222549,20,Oslo,dalle,Toronto,dalle,7.5009364783763885,20,0.38185897171497346
Toronto,google,Oslo,dalle,14.115405082702637,30,Oslo,dalle,Toronto,google,8.511898428201675,20,0.45254607021808624
Vienna,dalle,Oslo,dalle,7.742494642734528,20,Oslo,dalle,Vienna,dalle,7.401295781135559,20,0.3785947605967522
Vienna,google,Oslo,dalle,13.85551831126213,30,Oslo,dalle,Vienna,google,8.329638332128525,20,0.4437031328678131
Warsaw,dalle,Oslo,dalle,7.61954003572464,20,Oslo,dalle,Warsaw,dalle,7.724807649850845,20,0.38360869213938714
Warsaw,google,Oslo,dalle,13.446256816387177,30,Oslo,dalle,Warsaw,google,8.635176301002502,20,0.4416286623477936
Zurich,dalle,Oslo,dalle,7.876603528857231,20,Oslo,dalle,Zurich,dalle,7.34539695084095,20,0.38055001199245453
Zurich,google,Oslo,dalle,13.518956780433655,30,Oslo,dalle,Zurich,google,7.964853405952454,20,0.4296762037277222
Abu Dhabi,dalle,Oslo,google,8.290327906608582,20,Oslo,google,Abu Dhabi,dalle,13.820376753807068,30,0.442214093208313
Abu Dhabi,google,Oslo,google,13.476446092128754,30,Oslo,google,Abu Dhabi,google,13.409928739070892,30,0.44810624718666076
Almaty,dalle,Oslo,google,8.782803624868393,20,Oslo,google,Almaty,dalle,13.64560717344284,30,0.44856821596622465
Almaty,google,Oslo,google,13.89058518409729,30,Oslo,google,Almaty,google,14.730309933423996,30,0.4770149186253548
Amsterdam,dalle,Oslo,google,7.9368361830711365,20,Oslo,google,Amsterdam,dalle,13.79612010717392,30,0.4346591258049011
Amsterdam,google,Oslo,google,13.687285244464874,30,Oslo,google,Amsterdam,google,15.235871940851212,30,0.4820526197552681
Athens,dalle,Oslo,google,8.796134114265442,20,Oslo,google,Athens,dalle,13.938096314668655,30,0.4546846085786819
Athens,google,Oslo,google,13.345456585288048,30,Oslo,google,Athens,google,12.891059443354607,30,0.43727526714404424
Auckland,dalle,Oslo,google,8.10692685842514,20,Oslo,google,Auckland,dalle,13.250068068504333,30,0.42713989853858947
Auckland,google,Oslo,google,12.927983820438385,30,Oslo,google,Auckland,google,12.88347116112709,30,0.4301909163594246
Bangkok,dalle,Oslo,google,8.642037719488144,20,Oslo,google,Bangkok,dalle,14.104629218578339,30,0.45493333876132963
Bangkok,google,Oslo,google,13.001253366470337,30,Oslo,google,Bangkok,google,13.48037901520729,30,0.44136053969462713
Barcelona,dalle,Oslo,google,8.256791532039642,20,Oslo,google,Barcelona,dalle,13.677233338356018,30,0.4386804974079132
Barcelona,google,Oslo,google,14.704736322164536,30,Oslo,google,Barcelona,google,13.694302529096603,30,0.47331731418768563
Beijing,dalle,Oslo,google,8.747317880392075,20,Oslo,google,Beijing,dalle,13.42393171787262,30,0.4434249919652939
Beijing,google,Oslo,google,13.67883412539959,30,Oslo,google,Beijing,google,13.50955168902874,30,0.4531397635738055
Berlin,dalle,Oslo,google,8.495629996061325,20,Oslo,google,Berlin,dalle,13.53975024819374,30,0.4407076048851013
Berlin,google,Oslo,google,14.091860145330429,33,Oslo,google,Berlin,google,13.794964045286179,30,0.44264800302566043
Bogota,dalle,Oslo,google,8.53738683462143,20,Oslo,google,Bogota,dalle,13.845959067344666,30,0.4476669180393219
Bogota,google,Oslo,google,14.781490415334702,30,Oslo,google,Bogota,google,14.600568413734436,30,0.4897009804844856
Brussels,dalle,Oslo,google,8.062746107578278,20,Oslo,google,Brussels,dalle,13.40822160243988,30,0.42941935420036315
Brussels,google,Oslo,google,12.768537372350693,30,Oslo,google,Brussels,google,13.66922402381897,30,0.4406293566028277
Bucharest,dalle,Oslo,google,8.307190239429474,20,Oslo,google,Bucharest,dalle,12.989454835653305,30,0.4259329015016556
Bucharest,google,Oslo,google,13.91492211818695,31,Oslo,google,Bucharest,google,14.666352689266205,30,0.46854548864677303
Budapest,dalle,Oslo,google,8.079223722219467,20,Oslo,google,Budapest,dalle,13.400724679231644,30,0.4295989680290222
Budapest,google,Oslo,google,13.154602766036987,30,Oslo,google,Budapest,google,12.918081551790237,30,0.43454473863045373
Buenos Aires,dalle,Oslo,google,8.44356256723404,20,Oslo,google,Buenos Aires,dalle,13.803092032670975,30,0.44493309199810027
Buenos Aires,google,Oslo,google,13.634597182273865,30,Oslo,google,Buenos Aires,google,14.172432094812393,30,0.4634504879514376
Busan,dalle,Oslo,google,9.690018057823181,20,Oslo,google,Busan,dalle,14.1075259745121,30,0.47595088064670565
Busan,google,Oslo,google,13.705583482980728,30,Oslo,google,Busan,google,14.107579112052917,30,0.4635527099172274
Cairo,dalle,Oslo,google,8.576472729444504,20,Oslo,google,Cairo,dalle,13.614681899547577,30,0.4438230925798416
Cairo,google,Oslo,google,15.438048720359802,32,Oslo,google,Cairo,google,14.542636334896088,30,0.483559436375095
Caracas,dalle,Oslo,google,8.607945263385773,20,Oslo,google,Caracas,dalle,14.317633002996445,30,0.45851156532764437
Caracas,google,Oslo,google,13.94862312078476,30,Oslo,google,Caracas,google,13.235021144151688,30,0.4530607377489408
Chicago,dalle,Oslo,google,8.453655421733856,20,Oslo,google,Chicago,dalle,13.613011956214905,30,0.44133334755897524
Chicago,google,Oslo,google,13.719549000263214,30,Oslo,google,Chicago,google,12.888940632343292,30,0.44347482721010845
Copenhagen,dalle,Oslo,google,8.521337509155273,20,Oslo,google,Copenhagen,dalle,13.715433180332184,30,0.4447354137897491
Copenhagen,google,Oslo,google,12.188808262348175,30,Oslo,google,Copenhagen,google,13.207773298025131,30,0.4232763593395551
Delhi,dalle,Oslo,google,8.44944342970848,20,Oslo,google,Delhi,dalle,13.140844076871872,30,0.43180575013160705
Delhi,google,Oslo,google,13.858763188123703,30,Oslo,google,Delhi,google,13.179401189088821,30,0.4506360729535421
Dubai,dalle,Oslo,google,8.772315710783005,20,Oslo,google,Dubai,dalle,14.457920521497726,30,0.46460472464561464
Dubai,google,Oslo,google,13.338146269321442,30,Oslo,google,Dubai,google,13.453067600727081,30,0.44652023116747536
Dublin,dalle,Oslo,google,8.890337944030762,20,Oslo,google,Dublin,dalle,14.558910310268402,30,0.46898496508598325
Dublin,google,Oslo,google,13.644797444343567,30,Oslo,google,Dublin,google,13.446340501308441,30,0.4515189657608668
Helsinki,dalle,Oslo,google,8.023849934339523,20,Oslo,google,Helsinki,dalle,13.981289029121399,30,0.4401027792692184
Helsinki,google,Oslo,google,13.173288464546204,30,Oslo,google,Helsinki,google,13.018189400434494,30,0.43652463108301165
Ho Chi Minh City,dalle,Oslo,google,8.715315997600555,20,Oslo,google,Ho Chi Minh City,dalle,14.091037333011627,30,0.45612706661224367
Ho Chi Minh City,google,Oslo,google,15.007052838802338,32,Oslo,google,Ho Chi Minh City,google,14.386259615421295,30,0.47408568474554247
Hong Kong,dalle,Oslo,google,8.470691561698914,20,Oslo,google,Hong Kong,dalle,14.165592521429062,30,0.4527256816625595
Hong Kong,google,Oslo,google,14.652929455041885,30,Oslo,google,Hong Kong,google,14.229600489139557,30,0.4813754990696907
Istanbul,dalle,Oslo,google,8.098279148340225,20,Oslo,google,Istanbul,dalle,13.141235738992691,30,0.42479029774665833
Istanbul,google,Oslo,google,13.092708557844162,30,Oslo,google,Istanbul,google,13.248441278934479,30,0.4390191639463107
Jakarta,dalle,Oslo,google,8.813110381364822,20,Oslo,google,Jakarta,dalle,13.727352261543274,30,0.4508092528581619
Jakarta,google,Oslo,google,14.287295907735825,30,Oslo,google,Jakarta,google,13.458221793174744,30,0.46242529501517615
Johannesburg,dalle,Oslo,google,8.20643174648285,20,Oslo,google,Johannesburg,dalle,14.10549059510231,30,0.44623844683170316
Johannesburg,google,Oslo,google,13.932435542345047,30,Oslo,google,Johannesburg,google,13.79827031493187,30,0.46217843095461525
Kobe,dalle,Oslo,google,8.68607473373413,20,Oslo,google,Kobe,dalle,13.571959346532822,30,0.44516068160533906
Kobe,google,Oslo,google,13.59584242105484,30,Oslo,google,Kobe,google,13.460838049650192,30,0.4509446745117505
Kyoto,dalle,Oslo,google,8.928794950246811,20,Oslo,google,Kyoto,dalle,14.408140540122986,30,0.46673870980739596
Kyoto,google,Oslo,google,14.31952428817749,30,Oslo,google,Kyoto,google,14.220098435878754,30,0.47566037873427075
Lagos,dalle,Oslo,google,8.135218024253845,20,Oslo,google,Lagos,dalle,13.454209715127945,30,0.4317885547876358
Lagos,google,Oslo,google,14.049934297800064,30,Oslo,google,Lagos,google,13.841371297836304,30,0.46485509326060614
Lisbon,dalle,Oslo,google,8.573671370744705,20,Oslo,google,Lisbon,dalle,13.596350312232971,30,0.4434004336595535
Lisbon,google,Oslo,google,13.110679864883423,30,Oslo,google,Lisbon,google,13.880888313055038,30,0.44985946963230766
London,dalle,Oslo,google,8.547518193721771,20,Oslo,google,London,dalle,13.51402199268341,30,0.44123080372810364
London,google,Oslo,google,13.404537826776505,30,Oslo,google,London,google,13.084078460931778,30,0.4414769381284714
Los Angeles,dalle,Oslo,google,8.405403196811676,20,Oslo,google,Los Angeles,dalle,13.39985990524292,30,0.4361052620410919
Los Angeles,google,Oslo,google,14.287359982728958,30,Oslo,google,Los Angeles,google,14.652660936117172,30,0.4823336819807688
Madrid,dalle,Oslo,google,8.145913064479828,20,Oslo,google,Madrid,dalle,13.611961901187897,30,0.4351574993133545
Madrid,google,Oslo,google,13.857833743095398,30,Oslo,google,Madrid,google,14.10999247431755,30,0.4661304369568825
Manila,dalle,Oslo,google,8.70927780866623,20,Oslo,google,Manila,dalle,13.206612348556519,30,0.43831780314445495
Manila,google,Oslo,google,13.440150439739227,30,Oslo,google,Manila,google,13.062388896942139,30,0.4417089889446894
Melbourne,dalle,Oslo,google,9.17099580168724,20,Oslo,google,Melbourne,dalle,14.241960793733597,30,0.4682591319084167
Melbourne,google,Oslo,google,13.157688975334167,30,Oslo,google,Melbourne,google,13.942978471517563,30,0.4516777907808622
Mexico City,dalle,Oslo,google,8.708714753389359,20,Oslo,google,Mexico City,dalle,13.189487725496292,30,0.437964049577713
Mexico City,google,Oslo,google,13.682399868965149,30,Oslo,google,Mexico City,google,14.103813499212265,30,0.46310355613629023
Milan,dalle,Oslo,google,8.216651946306229,20,Oslo,google,Milan,dalle,13.157096207141876,30,0.4274749630689621
Milan,google,Oslo,google,13.236244231462479,30,Oslo,google,Milan,google,13.105067610740662,30,0.439021864036719
Montreal,dalle,Oslo,google,8.12066325545311,20,Oslo,google,Montreal,dalle,13.434501767158508,30,0.4311033004522324
Montreal,google,Oslo,google,13.128810733556747,30,Oslo,google,Montreal,google,12.70731496810913,30,0.43060209502776464
Moscow,dalle,Oslo,google,8.006882399320602,20,Oslo,google,Moscow,dalle,13.506872415542603,30,0.4302750962972641
Moscow,google,Oslo,google,13.33503544330597,30,Oslo,google,Moscow,google,13.050976067781448,30,0.43976685851812364
Mumbai,dalle,Oslo,google,8.48115822672844,20,Oslo,google,Mumbai,dalle,13.06784999370575,30,0.43098016440868375
Mumbai,google,Oslo,google,13.018733352422714,30,Oslo,google,Mumbai,google,13.167007476091385,30,0.4364290138085683
Munich,dalle,Oslo,google,8.640153884887695,20,Oslo,google,Munich,dalle,13.649507462978363,30,0.44579322695732115
Munich,google,Oslo,google,13.093202650547028,30,Oslo,google,Munich,google,13.886506885290146,30,0.44966182559728624
New York,dalle,Oslo,google,17.22900253534317,40,Oslo,google,New York,dalle,13.323882579803467,30,0.4364697873592377
New York,google,Oslo,google,12.928641736507416,30,Oslo,google,New York,google,13.06122636795044,30,0.4331644684076309
Osaka,dalle,Oslo,google,8.63510063290596,20,Oslo,google,Osaka,dalle,13.568140506744385,30,0.4440648227930069
Osaka,google,Oslo,google,14.353359431028366,30,Oslo,google,Osaka,google,14.16787600517273,30,0.4753539239366849
Oslo,dalle,Oslo,google,8.082659631967545,20,Oslo,google,Oslo,dalle,13.574230045080185,30,0.4331377935409546
Oslo,google,Oslo,google,11.53134948015213,30,Oslo,google,Oslo,google,11.53134948015213,30,0.384378316005071
Paris,dalle,Oslo,google,8.221084743738174,20,Oslo,google,Paris,dalle,13.819010645151138,30,0.4408019077777863
Paris,google,Oslo,google,14.280322104692459,30,Oslo,google,Paris,google,13.797573655843735,30,0.4679649293422699
Prague,dalle,Oslo,google,8.486228704452515,20,Oslo,google,Prague,dalle,13.918168395757675,30,0.4480879420042038
Prague,google,Oslo,google,12.528775423765182,30,Oslo,google,Prague,google,13.805091708898544,30,0.43889778554439546
Rio de Janeiro,dalle,Oslo,google,8.43744072318077,20,Oslo,google,Rio de Janeiro,dalle,13.430033653974533,30,0.4373494875431061
Rio de Janeiro,google,Oslo,google,14.75662225484848,30,Oslo,google,Rio de Janeiro,google,13.865552514791489,30,0.47703624616066614
Rome,dalle,Oslo,google,8.553414195775986,20,Oslo,google,Rome,dalle,13.56991446018219,30,0.4424665731191635
Rome,google,Oslo,google,13.905621439218521,30,Oslo,google,Rome,google,14.479698926210403,30,0.4730886727571487
Santiago,dalle,Oslo,google,8.563233375549316,20,Oslo,google,Santiago,dalle,13.415345937013626,30,0.43957158625125886
Santiago,google,Oslo,google,12.534976959228516,30,Oslo,google,Santiago,google,12.423680007457733,30,0.41597761611143746
Seoul,dalle,Oslo,google,9.126381635665894,20,Oslo,google,Seoul,dalle,14.127087503671646,30,0.4650693827867508
Seoul,google,Oslo,google,13.810772210359573,30,Oslo,google,Seoul,google,13.990200012922287,30,0.46334953705469767
Shanghai,dalle,Oslo,google,9.235428005456924,20,Oslo,google,Shanghai,dalle,14.725481063127518,30,0.47921818137168887
Shanghai,google,Oslo,google,13.48364770412445,30,Oslo,google,Shanghai,google,13.588289052248001,30,0.45119894593954085
Shenzhen,dalle,Oslo,google,9.190958946943283,20,Oslo,google,Shenzhen,dalle,14.01102128624916,30,0.46403960466384886
Shenzhen,google,Oslo,google,13.343220666050911,30,Oslo,google,Shenzhen,google,13.393939599394798,30,0.4456193377574285
Singapore,dalle,Oslo,google,8.441224128007889,20,Oslo,google,Singapore,dalle,13.062493562698364,30,0.43007435381412507
Singapore,google,Oslo,google,13.390839606523514,30,Oslo,google,Singapore,google,12.904373973608017,30,0.43825355966885887
Stockholm,dalle,Oslo,google,8.389124602079391,20,Oslo,google,Stockholm,dalle,14.487903892993927,30,0.45754056990146635
Stockholm,google,Oslo,google,12.766089141368866,30,Oslo,google,Stockholm,google,14.246701776981354,30,0.45021318197250365
Sydney,dalle,Oslo,google,8.708168536424637,20,Oslo,google,Sydney,dalle,13.822268515825272,30,0.45060874104499815
Sydney,google,Oslo,google,12.855485409498215,30,Oslo,google,Sydney,google,13.056364595890045,30,0.431864166756471
São Paulo,dalle,Oslo,google,8.644707024097443,20,Oslo,google,São Paulo,dalle,14.071735799312592,30,0.4543288564682007
São Paulo,google,Oslo,google,14.423745155334473,30,Oslo,google,São Paulo,google,13.536650896072388,30,0.46600660085678103
Taipei,dalle,Oslo,google,8.649249196052551,20,Oslo,google,Taipei,dalle,13.74450296163559,30,0.4478750431537628
Taipei,google,Oslo,google,13.793673366308212,30,Oslo,google,Taipei,google,13.763630002737045,30,0.4592883894840876
Tel Aviv,dalle,Oslo,google,8.936984419822693,20,Oslo,google,Tel Aviv,dalle,13.702533334493637,30,0.4527903550863266
Tel Aviv,google,Oslo,google,13.152136951684952,30,Oslo,google,Tel Aviv,google,12.89668595790863,30,0.4341470484932264
Tokyo,dalle,Oslo,google,9.184699892997742,20,Oslo,google,Tokyo,dalle,14.364361375570297,30,0.4709812253713608
Tokyo,google,Oslo,google,14.2931527197361,30,Oslo,google,Tokyo,google,15.474521458148956,30,0.4961279029647509
Toronto,dalle,Oslo,google,8.416881710290909,20,Oslo,google,Toronto,dalle,13.27209335565567,30,0.43377950131893156
Toronto,google,Oslo,google,13.882820874452591,30,Oslo,google,Toronto,google,14.056972593069077,30,0.46566322445869446
Vienna,dalle,Oslo,google,8.254276722669601,20,Oslo,google,Vienna,dalle,13.563504815101624,30,0.4363556307554245
Vienna,google,Oslo,google,13.74819803237915,30,Oslo,google,Vienna,google,14.718892514705658,30,0.47445150911808015
Warsaw,dalle,Oslo,google,8.646753311157227,20,Oslo,google,Warsaw,dalle,13.529174387454987,30,0.44351855397224427
Warsaw,google,Oslo,google,12.239097386598587,30,Oslo,google,Warsaw,google,14.067590326070786,30,0.4384447952111562
Zurich,dalle,Oslo,google,8.508130639791489,20,Oslo,google,Zurich,dalle,13.059266984462738,30,0.4313479524850845
Zurich,google,Oslo,google,13.066204756498337,30,Oslo,google,Zurich,google,12.947055608034134,30,0.4335543394088745
Abu Dhabi,dalle,Paris,dalle,8.510325700044632,20,Paris,dalle,Abu Dhabi,dalle,9.159681111574173,20,0.44175017029047015
Abu Dhabi,google,Paris,dalle,13.756611496210098,30,Paris,dalle,Abu Dhabi,google,8.662304013967514,20,0.44837831020355223
Almaty,dalle,Paris,dalle,8.3642418384552,20,Paris,dalle,Almaty,dalle,8.433497071266174,20,0.41994347274303434
Almaty,google,Paris,dalle,13.984564781188965,30,Paris,dalle,Almaty,google,9.232115745544434,20,0.464333610534668
Amsterdam,dalle,Paris,dalle,6.261454373598099,20,Paris,dalle,Amsterdam,dalle,6.678884655237198,20,0.3235084757208824
Amsterdam,google,Paris,dalle,13.77107435464859,30,Paris,dalle,Amsterdam,google,7.891165882349014,20,0.4332448047399521
